PUMA,PUMA_INDEX
3702201,2197
3702202,2198
3603901,2199
3603902,2200
3603903,2201
3300800,2202
7200201,2203
7200202,2204
2801100,2205
1801700,2206
1703401,2207
1703407,2208
1703408,2209
1302001,2210
1302002,2211
1302003,2212
1302004,2213
1703409,2214
1703410,2215
1703411,2216
1703412,2217
1703413,2218
1703414,2219
1703415,2220
1703416,2221
1703417,2222
1703418,2223
1703419,2224
1703420,2225
1703421,2226
1703422,2227
400900,2228
605700,2229
4701700,2230
4202001,2231
4202002,2232
4202003,2233
3702300,2234
3604001,2235
3604002,2236
3604003,2237
3300900,2238
3604004,2239
3604005,2240
3604006,2241
3604007,2242
3604008,2243
3604009,2244
3604010,2245
3604011,2246
3604012,2247
3604013,2248
3604014,2249
2801200,2250
3604015,2251
3604016,2252
3604017,2253
3604018,2254
5570101,2255
7200301,2256
7200302,2257
1900100,2258
1801801,2259
1801802,2260
1801803,2261
1703501,2262
1703502,2263
1703503,2264
1703504,2265
1302100,2266
900700,2267
1703520,2268
1703521,2269
1703522,2270
1703523,2271
1703524,2272
1703525,2273
1703526,2274
1703527,2275
1703528,2276
1703529,2277
1703530,2278
1703531,2279
1703532,2280
4701800,2281
4202100,2282
3702400,2283
3604101,2284
3604102,2285
3604103,2286
3301000,2287
3604104,2288
3604105,2289
3604106,2290
3604107,2291
3604108,2292
3604109,2293
3604110,2294
3604111,2295
3604112,2296
3604113,2297
3604114,2298
2801300,2299
7200401,2300
7200403,2301
7200402,2302
5570201,2303
1900200,2304
1801900,2305
1703601,2306
1703602,2307
1302200,2308
1212100,2309
4800200,2310
4701900,2311
605901,2312
605902,2313
605903,2314
605904,2315
605905,2316
605906,2317
605907,2318
605908,2319
605909,2320
605910,2321
605911,2322
605912,2323
605913,2324
605914,2325
605915,2326
605916,2327
605917,2328
605918,2329
4202200,2330
3702500,2331
7200501,2332
7200502,2333
7200503,2334
2801400,2335
5570301,2336
1802000,2337
1703700,2338
1302300,2339
900900,2340
900901,2341
900902,2342
900903,2343
900904,2344
900905,2345
900906,2346
4800300,2347
4702001,2348
4702002,2349
4702003,2350
4202301,2351
4202302,2352
3702600,2353
7200601,2354
7200602,2355
2801500,2356
2400100,2357
1900400,2358
1802100,2359
1302400,2360
4800400,2361
4702100,2362
606101,2363
606102,2364
606103,2365
4202401,2366
4202402,2367
3702700,2368
7200701,2369
2801600,2370
2400200,2371
1900500,2372
1802200,2373
1302500,2374
901100,2375
901101,2376
4800501,2377
4800502,2378
4702200,2379
